sleep_hours,steps,calories,water_intake_ml,stress_level,heart_rate_bpm,health_score,sleep_score,step_score,calorie_score,water_score,stress_score,hr_score,active_sleep_score,recovery_score,hydration_ratio,cardio_index,lifestyle_score,cal_per_1k_steps,sleep_per_stress,water_per_cal,sleep_hours_sq,stress_level_sq,steps_log,sleep_category,activity_category,stress_category
6.9,9920,2657,2951,1,67.0,84.71,83.5,99.2,67.15,98.36666666666667,100.0,91.0,82.83200000000001,83.5,1110.6511102747459,90.272,89.86944444444445,267.8427419354839,6.9,1.110651110274746,47.61000000000001,1,9.202409001649903,2.0,3.0,0.0
7.39,12420,2125,3092,9,79.1,71.11,90.85,100.0,93.75,100.0,11.11111111111111,69.22000000000001,90.85,10.094444444444443,1455.0588235294117,69.22000000000001,77.48851851851852,171.0950080515298,0.8211111111111111,1.4550588235294117,54.6121,81,9.427143867544194,3.0,4.0,2.0
5.65,8549,2175,1511,2,63.8,77.32,64.75,85.49,91.25,50.366666666666674,88.88888888888889,96.76,55.354775,57.55555555555556,694.7126436781609,82.720124,79.58425925925927,254.4157211369751,2.825,0.6947126436781609,31.922500000000003,4,9.053686561930807,1.0,3.0,0.0
7.28,7780,2418,1925,6,70.3,68.61,89.2,77.8,79.1,64.16666666666667,44.44444444444444,85.06,69.3976,39.644444444444446,796.1124896608767,66.17667999999999,73.29518518518519,310.7969151670951,1.2133333333333334,0.7961124896608768,52.998400000000004,36,8.95944014361693,3.0,3.0,1.0
4.82,9144,2145,2154,9,67.0,61.39,52.300000000000004,91.44,92.75,71.8,11.11111111111111,91.0,47.823119999999996,5.811111111111111,1004.1958041958042,83.21039999999999,68.40018518518518,234.58005249343833,0.5355555555555556,1.0041958041958041,23.232400000000002,81,9.120962560824966,0.0,3.0,2.0
9.0,5553,1641,2551,8,45.0,67.34,85.0,55.53,82.05,85.03333333333333,22.22222222222222,69.4,47.200500000000005,18.88888888888889,1554.5399146861669,38.53782,66.53925925925927,295.5159373311723,1.125,1.554539914686167,81.0,64,8.622273667866745,3.0,2.0,2.0
8.87,5109,1025,1144,6,73.5,65.71,86.95000000000002,51.09,51.25,38.13333333333333,44.44444444444444,79.3,44.422755000000016,38.64444444444445,1116.09756097561,40.51437,58.52796296296297,200.6263456645136,1.4783333333333333,1.1160975609756099,78.67689999999999,36,8.53895468319775,3.0,2.0,1.0
6.62,11799,1809,1238,4,69.8,76.88,79.3,100.0,90.45,41.266666666666666,66.66666666666666,85.96000000000001,79.3,52.86666666666666,684.3559977888336,85.96,77.27388888888889,153.31807780320366,1.655,0.6843559977888336,43.824400000000004,16,9.375854810453756,2.0,4.0,1.0
7.55,12117,2304,2494,8,87.3,71.79,93.25,100.0,84.8,83.13333333333334,22.22222222222222,54.46,93.25,20.72222222222222,1082.4652777777778,54.46,72.97759259259259,190.14607576132704,0.94375,1.0824652777777777,57.0025,64,9.402447229504935,3.0,4.0,2.0
3.39,5027,1859,1031,7,72.1,41.96,30.85000000000001,50.27,92.95,34.36666666666667,33.33333333333333,81.82000000000001,15.508295000000006,10.283333333333335,554.5992469069392,41.130914000000004,53.931666666666665,369.8030634573304,0.4842857142857143,0.5545992469069392,11.4921,49,8.522777569710138,0.0,2.0,2.0
5.27,10904,2320,1932,9,56.9,60.31,59.05,100.0,84.0,64.4,11.11111111111111,90.82,59.05,6.561111111111111,832.7586206896552,90.82,68.23018518518519,212.7659574468085,0.5855555555555555,0.8327586206896552,27.772899999999996,81,9.29697667863573,1.0,4.0,2.0
6.56,7739,2059,2297,6,68.9,73.69,78.39999999999999,77.39,97.05,76.56666666666668,44.44444444444444,87.57999999999998,60.673759999999994,34.84444444444444,1115.5900922778046,67.77816199999998,76.90518518518518,266.0550458715596,1.0933333333333333,1.1155900922778048,43.03359999999999,36,8.954156966583772,2.0,3.0,1.0
5.39,9019,2515,2449,10,46.9,58.04,60.849999999999994,90.19,74.25,81.63333333333334,0.0,72.82,54.880615,0.0,973.7574552683897,65.676358,63.29055555555556,278.8557489743874,0.5389999999999999,0.9737574552683896,29.052099999999996,100,9.10719961305667,1.0,3.0,2.0
8.07,9381,1882,2115,8,57.5,75.24,98.94999999999999,93.81,94.1,70.5,22.22222222222222,91.9,92.824995,21.988888888888887,1123.8044633368756,86.21139000000001,78.58037037037037,200.6182709732438,1.00875,1.1238044633368756,65.12490000000001,64,9.146548238888403,3.0,3.0,2.0
10.0,10983,2187,1981,1,79.6,91.94,70.0,100.0,90.65,66.03333333333333,100.0,68.32000000000001,70.0,70.0,905.8070416095109,68.32000000000001,82.50055555555555,199.12592187926796,10.0,0.9058070416095108,100.0,1,9.304194947447806,2.0,4.0,0.0
5.24,8248,2202,2707,3,69.0,77.38,58.6,82.48,89.9,90.23333333333333,77.77777777777779,87.4,48.33328,45.57777777777778,1229.3369663941871,72.08752,81.0651851851852,266.9738118331717,1.7466666666666668,1.229336966394187,27.457600000000003,9,9.017847259860732,1.0,3.0,0.0
5.74,12230,2601,2371,8,83.1,63.58,66.1,100.0,69.95,79.03333333333333,22.22222222222222,62.02000000000001,66.1,14.688888888888886,911.5724721261054,62.02000000000001,66.55425925925927,212.67375306623057,0.7175,0.9115724721261054,32.9476,64,9.411728991487363,1.0,4.0,2.0
7.35,8928,1317,1812,2,48.4,77.62,90.25,89.28,65.85,60.4,88.88888888888889,75.52,80.57520000000001,80.22222222222221,1375.8542141230068,67.424256,78.3648148148148,147.51344086021504,3.675,1.3758542141230068,54.022499999999994,4,9.097059685517216,3.0,3.0,0.0
9.42,9873,1817,2223,8,69.1,76.91,78.7,98.72999999999999,90.85,74.1,22.22222222222222,87.22000000000001,77.70051,17.48888888888889,1223.4452394056136,86.112306,75.3037037037037,184.03727337182215,1.1775,1.2234452394056137,88.7364,64,9.197660318818809,2.0,3.0,2.0
5.17,5500,2339,2430,4,66.3,73.02,57.55,55.00000000000001,83.05,81.0,66.66666666666666,92.26,31.652500000000003,38.36666666666666,1038.9055151774262,50.74300000000001,72.58777777777777,425.27272727272725,1.2925,1.0389055151774262,26.7289,16,8.612685172875459,1.0,2.0,1.0
7.37,14476,2618,3231,3,83.5,81.78,90.55,100.0,69.1,100.0,77.77777777777779,61.3,90.55,70.42777777777778,1234.14820473644,61.3,83.1212962962963,180.85106382978722,2.4566666666666666,1.23414820473644,54.316900000000004,9,9.580316462154043,3.0,4.0,0.0
9.73,9409,2096,2672,6,80.1,84.81,74.05,94.08999999999999,95.2,89.06666666666668,44.44444444444444,67.42000000000002,69.673645,32.91111111111111,1274.8091603053435,63.43547800000001,77.37851851851852,222.76543734722074,1.6216666666666668,1.2748091603053435,94.67290000000001,36,9.149528232579426,2.0,3.0,1.0
4.52,10139,1883,2929,10,79.7,63.84,47.8,100.0,94.15,97.63333333333334,0.0,68.13999999999999,47.8,0.0,1555.4965480616038,68.13999999999999,67.9538888888889,185.71851267383371,0.45199999999999996,1.5554965480616039,20.430399999999995,100,9.224243277145174,0.0,4.0,2.0
5.08,3175,2303,1834,9,90.5,42.81,56.2,31.75,84.85,61.133333333333326,11.11111111111111,48.699999999999996,17.843500000000002,6.2444444444444445,796.3525835866261,15.46225,48.95740740740741,725.3543307086615,0.5644444444444444,0.7963525835866262,25.8064,81,8.063377822367027,1.0,1.0,2.0
6.36,5532,2347,1885,5,67.6,64.86,75.4,55.32,82.65,62.83333333333333,55.55555555555556,89.92000000000002,41.71128000000001,41.88888888888889,803.1529612270984,49.74374400000001,70.27981481481481,424.2588575560376,1.272,0.8031529612270984,40.449600000000004,25,8.618485442898109,2.0,2.0,1.0
6.22,11714,1856,2059,1,88.0,80.55,73.3,100.0,92.8,68.63333333333334,100.0,53.199999999999996,73.3,73.3,1109.375,53.2,81.32222222222222,158.44288885094758,6.22,1.109375,38.688399999999994,1,9.368625350941896,2.0,4.0,0.0
8.22,8861,2132,2114,9,59.5,69.86,96.69999999999999,88.61,93.4,70.46666666666667,11.11111111111111,95.5,85.68587,10.744444444444444,991.5572232645403,84.62254999999999,75.96462962962964,240.60489786705787,0.9133333333333334,0.9915572232645403,67.56840000000001,81,9.089527751759436,3.0,3.0,2.0
7.36,2259,2472,1595,9,59.0,52.37,90.4,22.59,76.4,53.166666666666664,11.11111111111111,94.6,20.421360000000004,10.044444444444444,645.2265372168284,21.370139999999996,58.04462962962963,1094.2895086321382,0.8177777777777778,0.6452265372168284,54.1696,81,7.723120092266331,3.0,0.0,2.0
4.34,11115,2756,2960,7,81.0,57.68,45.099999999999994,100.0,62.2,98.66666666666667,33.33333333333333,65.8,45.099999999999994,15.03333333333333,1074.0203193033383,65.8,67.51666666666667,247.953216374269,0.62,1.0740203193033382,18.8356,49,9.316140790862395,0.0,4.0,2.0
7.77,6369,2297,2730,7,53.9,76.26,96.55,63.690000000000005,85.15,91.0,33.33333333333333,85.42,61.492695000000005,32.18333333333332,1188.5067479320853,54.403998,75.85722222222222,360.65316376197205,1.1099999999999999,1.1885067479320854,60.372899999999994,49,8.759354748566208,3.0,2.0,2.0
6.13,12234,2018,2017,6,78.9,74.74,71.95,100.0,99.1,67.23333333333333,44.44444444444444,69.57999999999998,71.95,31.977777777777778,999.5044598612488,69.57999999999998,75.38462962962963,164.95013895700507,1.0216666666666667,0.9995044598612488,37.5769,36,9.412055975876772,2.0,4.0,1.0
8.91,7736,1978,2585,1,73.2,93.6,86.35,77.36,98.9,86.16666666666667,100.0,79.83999999999999,66.80036,86.35,1306.8756319514662,61.76422399999999,88.10277777777777,255.68769389865565,8.91,1.306875631951466,79.38810000000001,1,8.953769294549454,3.0,3.0,0.0
6.06,8614,2223,2334,2,84.9,71.25,70.89999999999999,86.14,88.85,77.8,88.88888888888889,58.77999999999999,61.07325999999999,63.02222222222221,1049.9325236167342,50.63309199999999,78.5598148148148,258.0682609705131,3.03,1.049932523616734,36.7236,4,9.06126014896203,2.0,3.0,0.0
6.05,11537,1954,2632,2,71.3,81.66,70.75,100.0,97.7,87.73333333333333,88.88888888888889,83.26,70.75,62.888888888888886,1346.980552712385,83.26,88.05537037037037,169.36811996186182,3.025,1.3469805527123848,36.6025,4,9.353401214816834,2.0,4.0,0.0
7.81,5308,2076,1393,10,72.7,62.67,97.14999999999999,53.080000000000005,96.2,46.43333333333333,0.0,80.74,51.56722,0.0,671.0019267822736,42.856792000000006,62.26722222222222,391.10776186887716,0.7809999999999999,0.6710019267822736,60.99609999999999,100,8.57715877258367,3.0,2.0,2.0
8.14,5021,1577,2113,1,78.1,89.78,97.89999999999999,50.21,78.85,70.43333333333334,100.0,71.02000000000001,49.15558999999999,97.9,1339.8858592263791,35.659142,78.06888888888888,314.0808603863772,8.14,1.3398858592263792,66.2596,1,8.52158353971753,3.0,2.0,0.0
7.67,7411,2519,2165,6,64.0,75.33,95.05,74.11,74.05,72.16666666666667,44.44444444444444,96.4,70.441555,42.24444444444444,859.4680428741564,71.44204,76.03685185185185,339.9001484280124,1.2783333333333333,0.8594680428741565,58.8289,36,8.91085558740525,3.0,2.0,1.0
4.47,10482,1544,2574,4,63.5,74.74,47.05,100.0,77.2,85.8,66.66666666666666,97.3,47.05,31.36666666666666,1667.0984455958549,97.3,79.00277777777778,147.30013356229728,1.1175,1.6670984455958548,19.9809,16,9.257510176452573,0.0,4.0,1.0
7.81,4007,1827,1823,1,77.7,76.13,97.14999999999999,40.07,91.35,60.766666666666666,100.0,71.74,38.928005,97.15,997.8106185002737,28.746218,76.84611111111111,455.95208385325685,7.81,0.9978106185002736,60.99609999999999,1,8.2960476427647,3.0,1.0,0.0
5.45,2996,2039,700,10,71.6,39.64,61.75,29.959999999999997,98.05,23.333333333333332,0.0,82.72000000000001,18.500299999999996,0.0,343.3055419323197,24.782912,49.30222222222222,680.5740987983978,0.545,0.34330554193231977,29.7025,100,8.005367067316664,1.0,1.0,2.0
7.35,10471,2796,1551,1,67.1,83.41,90.25,100.0,60.2,51.7,100.0,90.82000000000001,90.25,90.25,554.7210300429185,90.82,82.16166666666666,267.0232069525356,7.35,0.5547210300429185,54.022499999999994,1,9.256460307589736,3.0,4.0,0.0
4.86,6191,1831,2163,9,71.0,51.56,52.900000000000006,61.91,91.55,72.1,11.11111111111111,83.8,32.75039,5.877777777777778,1181.3216821409067,51.88058,62.22851851851852,295.75189791633017,0.54,1.1813216821409067,23.619600000000002,81,8.731013415269564,0.0,2.0,2.0
7.67,6823,1734,2238,8,91.1,61.41,95.05,68.23,86.7,74.6,22.22222222222222,47.62000000000001,64.852615,21.12222222222222,1290.6574394463669,32.49112600000001,65.73703703703704,254.14040744540523,0.95875,1.2906574394463668,58.8289,64,8.828201089171515,3.0,2.0,2.0
5.79,2430,1780,3210,8,66.7,53.36,66.85,24.3,89.0,100.0,22.22222222222222,91.53999999999999,16.24455,14.855555555555554,1803.370786516854,22.24422,65.65203703703703,732.5102880658436,0.72375,1.803370786516854,33.5241,64,7.796057974316123,1.0,0.0,2.0
5.08,5963,2664,2550,2,66.3,71.04,56.2,59.63,66.8,85.0,88.88888888888889,92.26,33.51206,49.955555555555556,957.2072072072071,55.014638000000005,74.79648148148148,446.75498909944656,2.54,0.9572072072072072,25.8064,4,8.69349667588463,1.0,2.0,0.0
8.07,7977,1000,2249,9,51.5,63.1,98.94999999999999,79.77,50.0,74.96666666666667,11.11111111111111,81.1,78.93241499999998,10.994444444444444,2249.0,64.69346999999999,65.98296296296296,125.36041118214867,0.8966666666666667,2.249,65.12490000000001,81,8.984443032465352,3.0,3.0,2.0
7.36,10791,1599,2181,6,71.5,76.22,90.4,100.0,79.95,72.7,44.44444444444444,82.9,90.4,40.17777777777778,1363.9774859287054,82.9,78.39907407407408,148.17903808729497,1.2266666666666668,1.3639774859287055,54.1696,36,9.286560397887591,3.0,4.0,1.0
6.08,5686,3093,2863,5,79.9,61.5,71.2,56.86,45.35,95.43333333333334,55.55555555555556,67.77999999999999,40.484320000000004,39.55555555555556,925.6385386356288,38.53970799999999,65.36314814814814,543.9676398170947,1.216,0.9256385386356288,36.9664,25,8.645938147306799,2.0,2.0,1.0
9.18,12972,2236,1846,7,82.0,74.52,82.30000000000001,100.0,88.2,61.53333333333333,33.33333333333333,64.0,82.30000000000001,27.433333333333334,825.5813953488371,64.0,71.5611111111111,172.3712611779217,1.3114285714285714,0.8255813953488372,84.27239999999999,49,9.470625553571013,2.0,4.0,2.0
6.34,5946,1558,2116,4,73.3,65.14,75.1,59.46,77.9,70.53333333333333,66.66666666666666,79.66,44.65446,50.06666666666665,1358.1514762516047,47.365836,71.55333333333333,262.024890682812,1.585,1.3581514762516047,40.1956,16,8.690642169706594,2.0,2.0,1.0
7.05,5951,1983,1546,3,83.5,68.72,85.75,59.51,99.15,51.53333333333333,77.77777777777779,61.3,51.029825,66.69444444444446,779.6268280383257,36.47963,72.50351851851852,333.2213073433037,2.35,0.7796268280383257,49.7025,9,8.691482576512929,3.0,2.0,0.0
7.4,12612,2027,3051,3,80.8,83.36,91.0,100.0,98.65,100.0,77.77777777777779,66.16,91.0,70.77777777777779,1505.1800690675875,66.16,88.9312962962963,160.71994925467808,2.466666666666667,1.5051800690675876,54.760000000000005,9,9.442483307087192,3.0,4.0,0.0
6.07,8634,2338,2435,6,85.4,66.6,71.05000000000001,86.33999999999999,83.1,81.16666666666667,44.44444444444444,57.87999999999999,61.344570000000004,31.577777777777783,1041.4884516680922,49.97359199999998,70.66351851851852,270.789900393792,1.0116666666666667,1.0414884516680925,36.8449,36,9.06357899058078,2.0,3.0,1.0
7.71,6344,2736,1775,7,83.8,58.24,95.65,63.44,63.2,59.166666666666664,33.33333333333333,60.760000000000005,60.68036,31.88333333333333,648.7573099415204,38.546144000000005,62.59166666666667,431.27364438839845,1.1014285714285714,0.6487573099415205,59.4441,49,8.755422380148488,3.0,2.0,2.0
6.2,7535,2155,2131,3,90.8,73.15,73.0,75.35,92.25,71.03333333333333,77.77777777777779,48.160000000000004,55.00549999999999,56.777777777777786,988.863109048724,36.288560000000004,72.92851851851852,285.9986728599867,2.066666666666667,0.9888631090487239,38.440000000000005,9,8.927446816256198,2.0,3.0,0.0
6.38,12059,1784,2506,3,70.0,83.55,75.7,100.0,89.2,83.53333333333333,77.77777777777779,85.6,75.7,58.87777777777778,1404.7085201793723,85.6,85.30185185185184,147.939298449291,2.1266666666666665,1.404708520179372,40.7044,9,9.397649470281177,2.0,4.0,0.0
9.04,12399,2315,2050,10,56.1,69.67,84.4,100.0,84.25,68.33333333333333,0.0,89.38,84.4,0.0,885.5291576673866,89.38,71.06055555555555,186.70860553270427,0.9039999999999999,0.8855291576673866,81.72159999999998,100,9.425451751593128,2.0,4.0,2.0
5.44,5550,1721,1879,6,80.0,57.21,61.60000000000001,55.50000000000001,86.05,62.63333333333333,44.44444444444444,67.6,34.18800000000001,27.377777777777784,1091.8070889018013,37.518,62.971296296296295,310.0900900900901,0.9066666666666667,1.0918070889018012,29.593600000000006,36,8.621733370690162,1.0,2.0,1.0
3.38,7873,1587,1807,9,81.4,53.19,30.700000000000003,78.73,79.35,60.23333333333334,11.11111111111111,65.07999999999998,24.170110000000005,3.4111111111111114,1138.626339004411,51.23748399999999,54.20074074074074,201.57500317540962,0.37555555555555553,1.138626339004411,11.424399999999999,81,8.971321471503682,0.0,3.0,2.0
9.42,8270,1296,2403,4,90.8,75.46,78.7,82.69999999999999,64.8,80.10000000000001,66.66666666666666,48.160000000000004,65.0849,52.46666666666666,1854.1666666666665,39.82832,70.18777777777778,156.71100362756954,2.355,1.8541666666666667,88.7364,16,9.020510699691906,2.0,3.0,1.0
10.82,5041,1374,1985,3,87.4,74.24,57.699999999999996,50.41,68.7,66.16666666666666,77.77777777777779,54.27999999999999,29.08657,44.87777777777778,1444.6870451237262,27.362547999999993,62.50574074074074,272.56496726839913,3.606666666666667,1.4446870451237264,117.0724,9,8.525558107747866,2.0,2.0,0.0
6.39,7833,1641,1928,3,95.3,69.82,75.85,78.33,82.05,64.26666666666667,77.77777777777779,40.06,59.413304999999994,58.99444444444444,1174.8933577087141,31.378998000000003,69.7224074074074,209.4982765224052,2.13,1.1748933577087142,40.8321,9,8.966228514225776,2.0,3.0,0.0
4.09,8016,1529,1398,6,79.4,57.62,41.349999999999994,80.16,76.45,46.6,44.44444444444444,68.67999999999999,33.146159999999995,18.377777777777773,914.3230869849575,55.053887999999986,59.61407407407407,190.7435129740519,0.6816666666666666,0.9143230869849575,16.728099999999998,36,8.989319566042951,0.0,3.0,1.0
6.53,11421,2125,2247,8,74.7,71.68,77.95,100.0,93.75,74.9,22.22222222222222,77.13999999999999,77.95,17.322222222222223,1057.4117647058824,77.13999999999999,74.32703703703704,186.06076525698276,0.81625,1.0574117647058823,42.6409,64,9.343296599224809,2.0,4.0,2.0
6.57,11622,1520,2091,6,55.4,70.21,78.55000000000001,100.0,76.0,69.69999999999999,44.44444444444444,88.12,78.55000000000001,34.91111111111111,1375.657894736842,88.12,76.13574074074074,130.78643951127174,1.095,1.375657894736842,43.1649,36,9.360741172643708,2.0,4.0,1.0
6.72,7012,1000,2007,3,75.7,67.78,80.8,70.12,50.0,66.9,77.77777777777779,75.33999999999999,56.65696,62.844444444444456,2007.0,52.828407999999996,70.1562962962963,142.6126640045636,2.2399999999999998,2.007,45.15839999999999,9,8.85552084853691,2.0,2.0,0.0
5.33,7358,1582,2319,10,65.4,56.91,59.95,73.58,79.1,77.3,0.0,93.88,44.11121,0.0,1465.865992414665,69.076904,63.968333333333334,215.00407719488993,0.533,1.465865992414665,28.4089,100,8.903679332926599,1.0,2.0,2.0
7.87,9993,1811,2649,6,74.5,80.96,98.05,99.92999999999999,90.55,88.3,44.44444444444444,77.5,97.98136499999998,43.577777777777776,1462.727774710105,77.44575,83.12907407407407,181.2268588011608,1.3116666666666668,1.4627277747101048,61.9369,36,9.20974019190415,3.0,3.0,1.0
7.79,6244,1758,2621,4,72.7,73.22,96.85,62.44,87.9,87.36666666666667,66.66666666666666,80.74,60.473139999999994,64.56666666666665,1490.8987485779294,50.41405599999999,80.32722222222223,281.5502882767457,1.9475,1.4908987485779295,60.6841,16,8.739536422559677,3.0,2.0,1.0
4.76,9766,2608,2532,1,77.7,78.91,51.4,97.66,69.6,84.39999999999999,100.0,71.74,50.197239999999994,51.4,970.8588957055215,70.061284,79.13333333333334,267.0489453204997,4.76,0.9708588957055214,22.6576,1,9.186764635447478,0.0,3.0,0.0
8.05,7736,1755,2056,6,70.8,77.75,99.24999999999999,77.36,87.75,68.53333333333333,44.44444444444444,84.16000000000001,76.77979999999998,44.11111111111111,1171.5099715099716,65.106176,76.9162962962963,226.8614270941055,1.3416666666666668,1.1715099715099715,64.80250000000001,36,8.953769294549454,3.0,3.0,1.0
10.08,5092,2352,1860,7,83.2,63.97,68.8,50.92,82.4,62.0,33.33333333333333,61.839999999999996,35.032959999999996,22.93333333333333,790.8163265306123,31.488928,59.88222222222222,461.9010212097408,1.44,0.7908163265306123,101.60640000000001,49,8.535622326884605,2.0,2.0,2.0
7.26,5129,1992,1574,10,45.0,54.78,88.89999999999999,51.29,99.6,52.46666666666666,0.0,69.4,45.59681,0.0,790.1606425702811,35.59526,60.276111111111106,388.3798011308248,0.726,0.7901606425702812,52.7076,100,8.542860938164814,3.0,2.0,2.0
